area,tid,author,authorImg,title,content,likeNum,replyNum,postTime
抗压背锅,9296672613,荒野钓鱼大师,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.da0ca8c2.pxGp7LdFlo9vNc9heiBjUA?t=1688140842,难绷，jiejie这个飞舞竟然能进全神班？,ig新老板有点坑，不如把xun回购,267,93,2024-11-30 16:08:30
抗压背锅,9295069258,水鬼太多了,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.a5ede5b3.eYKlTgexFrPzW1L2Y-iOsA,真别把石头赶路当s13吧,看这个帖子一堆人都在骂石头赶路的。 笑死， 石头赶路这个转会期先挖chovy，没挖到让锅盔去挖blg3c，也没挖到，然后就摆了啊。 给泰哥配个小天，进世界赛吃个全华班流量保底就可以了。 如果石头赶路真要补强冲s冠，早就踢light买peyz了，丹妮也不会放出来。 至于为什么不补强冲s冠，看我上个帖子。 泰哥这两年啥荣誉都没 次次冒泡赛四号种子出线，教练压对版本的情况下依然看不到拿s冠的一点希望。 肯定摆啊，泰哥在的战队下场都这样。 战队,120,80,2024-11-29 19:35:25
抗压背锅,9285624654,风都中细数罪恶,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.1492b87a.YSXj0Q79SjIDFvm5_hih5A?t=1723982673,哪些选手打了五年以上职业没参加过s赛？,五年都进不去s赛的是不是five？ ,723,173,2024-11-24 17:12:44
抗压背锅,9297121903,ruintem,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.191f01bf.hDt9EnHlCpqUFV4LgJSsCA?t=1658923332,现在政治这词都算敏感词了吗？补双城之战第一季,杰斯有句台词：我对政治没兴趣，这都是你逼我的 zz直接删了也太敏感肌了吧 ,85,36,2024-11-30 20:34:31
抗压背锅,9296191808,怕是没想好,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.155a0a63.SDj9u-3QW0DFD7dGNNLAhg?t=1732595458,炫神动态这评论区也太夸张了吧,直播口嗨别人时候有想到自己也有这一天吗 ,5128,585,2024-11-30 11:17:46
抗压背锅,9170311683,梁静茹情歌天后,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.8d724bf8.872foHn7bmzSq8WAAdeMUQ?t=1720875572,说的有没有问题？到底有没有酒文化？,nan,1105,367,2024-09-11 21:45:18
天堂鸡汤,8291728800,乌利扬诺夫斯克,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.8db1f8ad.lL19gWiCdnvyAcC2QdhDZg?t=1670065894,【2023新】糖吧关于负能量帖子格式的最新规定,为了改善大家的逛吧体验，并且保留吧友提供倾诉、分享的机会，请吧友发布含有负能量、催泪向帖子时，按照以下格式在标题中加入前缀，以便吧友可以清晰分辨内容，进行选择性阅读。 ①对于负能量、倾诉向的帖子，请吧友在标题前加上【非糖】前缀； ②对于催泪贴、破防贴，请吧友在标题前加上【催泪】前缀； ③对于转载的meme图，请吧友在标题前加上【转载】前缀。 ,1695,826,2023-03-03 16:11:26
天堂鸡汤,9297502002,,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.502ea8c2.86w-nqdpE-_s9vFM8Wh3yQ?t=1732775080,非糖 养了13年的小狗离我而去了,在糖吧倒垃圾真是道歉，但憋着不说又很难受..,4,35,2024-12-01 01:16:42
天堂鸡汤,9295349082,fffgggg0205,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.6f640c08.BiOh_7n8NwJBpxiCGEr1Ug?t=1714012792,[lbk]非糖[rbk]想问大伙。。。和喜欢的女生聊天，会boki是正常的吗,最近有点困扰我😖我脑子里没有想下流的事情，但是控制不住自己boki了。。。我觉得这很下流怎么办 ,1,12,2024-11-29 22:31:45
天堂鸡汤,9293085484,莉马小宝,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.26e3dfdb.CvFcl2Lqz6Sd-QBQBVpp4A?t=1683874597,戴上耳机才能逃避一会现实,nan,9,8,2024-11-28 18:06:04
天堂鸡汤,9297389157,皇家理工工程师,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.4dd4e6e1.ZkUhox1UDDCwCIjzqOJiyQ?t=1730480025,保持单纯，世界就很美好,上大学了，自己做前排认真上课听课、记笔记被老师注意到了。在找老师要资料复习的时候，老师特意提到了我的认真，那一刻真的感觉开心。虽然总有人觉得这件事很“无聊”“幼稚”，但我觉得这算是种单纯吧。上了这么多年学还是有着单纯的心态，当时也是因为老师的一句“我觉得你很认真，我观察过你上课都在认真学习和听讲”真的开心了好久好久啊，可惜分享在自己学校的吧里并没有多少人同感也是生活中的小【糖】了，不知道有多少吧友,20,8,2024-11-30 23:54:24
天堂鸡汤,9297240586,Ansleepyowl,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.dc8c023e.lwMBzcE22zJJWflwCTn4XQ?t=1703258737,对着手机傻笑半天,虽然我也不太明白乐的点在哪里，但就是感觉很开心 ,5,7,2024-11-30 22:12:15
天堂鸡汤,9297503030,我问问听听,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.eb9cea62.xNh9pyl6GTrrVBU30l2rPQ?t=1732988888,标题五个字,我发现我一旦喜欢上某人，我就会立马把自己否定得一无是处，然后强迫自己远离她，甚至把原本正常的关系搅乱，弄的一团乱麻。 然后发现喜欢的的人跟别人在一起了之后，又会懊恼自己的怯懦无能，主动代入ntr的苦主角色，其实她从来都不是我的，但是我又无法接受她的离去。 这就导致我变得假装阔达实则敏感，无法追求任何东西，永远只能眼睁睁看着喜欢的人或者物从眼前逃也似的溜走。 所以我发现我没法爱人，也理所应当地没有被爱。这种,3,10,2024-12-01 01:17:34
天堂鸡汤,9297357590,逃跑的默契,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.c633efcf.PKhIXjNSBEfBV5pBJx_j3Q?t=1683035203,笑料分享（本人）,麻麻：不许在床上喝饮料 我：不用怕，洒不了 麻麻：尊嘟假嘟 我：🤓 ,9,5,2024-11-30 23:27:28
天堂鸡汤,9016820343,天行墨轶,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.ce4cc275.BvehAcA2FIPAb60dshBTaQ?t=1695277660,【非糖楼主发癫介意慎点】小小发点牢骚π_π,好想多点线下的女性朋友啊。楼主是女生，比较喜欢玩美少女类型的游戏。柴郡的猫猫头表情包相当长一段时间很高热度，感觉到处都有人发。因为柴郡实在太可爱了果断下载游戏玩玩。我记得好像是22年11月吧，没想到这么久了。现在是退坑状态，在同类型游戏（指主角万人迷）千年之旅过着咸鱼日子。退坑是当时卡船又魔方大破一气之下卸了（笑），现在也就逛逛贴吧了。 回到主题，楼主显然是社恐分子，不喜社交也不懂得怎么交朋友，糟糕的是,9,15,2024-05-14 23:42:25
天堂鸡汤,8853299805,汀霧,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.d681378e.UoylOmakApM4rGE_gMC0iQ?t=1731460712,既然如此，那我也开个贴记录一下自己的大学生活吧,新的一年又开始了，翻了下相册，发现好像并没有什么深刻的记录…一年稀里糊涂的就过去了每当这种时候都会感慨自己当时没有好好记录下来所以，我想要在这里记录下从现在开始到大四毕业我的日常生活 ,872,1767,2024-01-09 19:45:35
天堂鸡汤,9295556284,周拉拉555,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.1fc3239.yTO0JOFaoOm3EXcn7c9WgA?t=1732943466,我真的好想被爱, ,128,54,2024-11-30 01:43:46
天堂鸡汤,9297356873,牛魔豆丁王,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.c9805c16.6cqd-no08qQsHEG7ghB-Xw?t=1704458014,在家里宅了两个月了，几乎没有出过门,父母小学教师，很符合刻板印象的那种 至于为什么这么说，举个例子吧，小学当着全班的面被母亲的高跟鞋踢大腿跪在地上半天走不动路，这只是童年阴影中的冰山一角 初中因为新来的被校园霸凌，好不容易交到一些朋友又被父母因为学业强制转学，插班生交不到朋友 高中被父母压力，抑郁症大爆发，休学，一共上半年高中 走单招进了本地大专，最开心的两年 结果刚毕业，因为意外腰突了 腰突之后在家养着，又被俩人给抑郁症搞复发了 （我妈脾,36,24,2024-11-30 23:26:56
天堂鸡汤,9293565455,HusVan,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.5c60b9cf.Dn4XHE0SWQP3HWY2JNxV-w?t=1731037680,讲讲我们学校门口的一个老奶奶,nan,70,50,2024-11-28 23:40:23
天堂鸡汤,8468393487,Guma3yusi,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.842afcc6.gIHD1hQoND1Xs_lvjPk7vQ?t=1687858979,今天鼠鼠大学毕业了，就从今天开始记录以后的生活吧,nan,1062,1813,2023-06-19 21:12:44
天堂鸡汤,9293855834,Lexum咲夜,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.f8516c06.9qZ80TTeP9RAH4BpsMICwQ?t=1729415556,哈哈哈哈哈, ,278,46,2024-11-29 07:55:43
天堂鸡汤,9297373858,狂三月暮,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.324264d8.VabP6x6OmzvA8Vcl1lppgQ?t=1732545006,建了一个有关缺爱内向孤独者的qq群聊,内向、孤独、孤僻、缺爱、抑郁、比较严重的中二病、经历过创伤、性虐待、迫害或校园欺凌的人聊天交友的地方🥺🥺🥺 ,0,8,2024-11-30 23:40:20
天堂鸡汤,9212150965,闪耀的红旗,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.3210da3.6ErENpO-68mMT1RzpuxrZQ?t=1676795390,孤独是人生常态吗,nan,7,5,2024-10-10 00:17:41
天堂鸡汤,8611079008,数码切羽,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.559d650a.IY68kIp656HSZwU1UHoUgA?t=1699293772,回忆童年（非糖）,对不起 本来不想发到糖吧的 但最近情绪太不稳定了 ,1705,1621,2023-09-21 00:23:26
天堂鸡汤,9297011421,棽莎,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.55d32f3b.w53UfdqrCEBI9rnue8NHYw?t=1719429186,【日常】一点小小的幸福感,最近推上首页的糖吧贴都是非糖所以我来分享一点糖 上个礼拜拔牙了，加上拔牙前几天发炎，连着十几天没吃上好吃的，所以今天冒着寒风出来吃饭叻披萨好吃，打折的牛排好吃，可乐也好吃😋 也祝愿大家牙齿健康，吃嘛嘛香 还有对面的哥们你要来口不？ ,7,16,2024-11-30 19:22:54
天堂鸡汤,9296442757,秋之白晔,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.d8f704d1.BSCoYlzXom9qs5D2-Xi-8A?t=1564140543,看到帖子的人都站起来出去晒晒太阳, ,210,36,2024-11-30 13:56:37
天堂鸡汤,9285262794,恩731,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.12a140c5.p5tolpDJy0sAa1Bg3iCTrw?t=1528205670,【非糖】最近好纠结,最近工作迟迟没有定下来，总感觉工作没找对，可再换工作又不太行了，情绪压抑的不行，又有想要自鲨的想法了，结果我爸妈不知道咋了，突然死活非要把房子过户给我。本来房子是我奶和我爸两个人名字，但我奶八十多了，我爸怕她哪天一个不小心，就还是过了户，我还以为会过户给我爸，没想到居然过给我，我又不能告诉他们我想自鲨，别过给我了，结果稀里糊涂我有了一套几十万的房产，我现在心里还是想si，但是又想到踏马的几十万的房子,31,45,2024-11-24 12:41:15
天堂鸡汤,9269761058,zzz642160420,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.2e71fcc2.1j3UywQaW0IxKOWLFt_xWw?t=1730294590,男女真的没有纯友谊吗,已老实求放过 连着两个好兄弟都这样，我有点破防了。在他们说这些话之前我完全没有往那些方向想过。原因有三。一是我是真的正宗坦克飞柱。二是A会给我发涩图，B会和我讨论各种漂亮姐姐，这难道不是纯正的好兄弟吗。三是最短的我们也已经认识四年以上了，我真的以为我们友谊深厚 我自我感觉还是边界感比较强的那种，从不挑那种比较暧昧的话题和他们讲，比如谈家庭，谈择偶观，谈未来。 我这种前两段恋爱全是被自己冷暴力对方搞砸的糟,1538,476,2024-11-15 10:38:30
天堂鸡汤,9275295365,饶国瑞88,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.23a7ca0d.F3rJmfnnlDUGMxYULrFj0A?t=1732036906,家长把我送到戒网瘾学校后の事,懒得废话直奔主题吧，今年暑期，因为我有个玩的很好的朋友（男的，我本人也是男的）他的家长给他报了个夏令营（30000块/20天），我家长懒得照顾我，索性直接给我扔到戒网瘾学校（3000块/1个月）了，没有事前商量一下，那天早晨我还在床上睡觉（暑假刚放假），3个男成年人冲进了我的卧室，二话不说先让我穿衣服，拽走我的被子，给我随手套上一件T恤，把我从床上拽下来，跟押凡人一样从背后扣着我的手，直接带我走出了家门，家人全程沉默,4070,722,2024-11-18 21:29:51
天堂鸡汤,8872958731,十念夜白,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.58e3618.92DbwL03137i2IP85Txq0A?t=1732889996,【记录】所见皆我,当朋友圈发，记一下自己生活碎片 ,139,225,2024-01-23 15:49:02
天堂鸡汤,9260355639,夏沫时雨,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.7c32b7.NV5PLHNTVKtK_d1TB9buXA?t=1731659952,【非糖】太好了是盐酸舍曲林片！我们有救了！,ʚ✞希望自己可以好起来✞ɞ 加油加油！！！ʢ˶ᵒ ᵕ ˂˶ʡᶻ （ฅ^可能会有一些碎碎念……但还是要努力积极向上呀！！！） ,18,128,2024-11-09 15:25:46
天堂鸡汤,9045516749,金元素符号,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.16c8ad3e.EpLd328ZiUDqdRQVA0Ybcg?t=1730159311,纯粹的水帖,氵氵氵氵氵,111,1143,2024-06-08 16:55:22
天堂鸡汤,9296928144,虚伪世界和人,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.c32f7cf0.PM5DVKwW3Ue_4eud1nUWIA?t=1584428037,去年申请的助学金只发一半，问导师也不回话，同志们，该怎么办啊？,去年11月份申请的国家贫困助学金楼主拿到了第二档，一年资助3300的，一月份时发了1650，按理说，今年七八月份应该将另一半发下来了，但一直没有信，班中其他申请了的同学也没有发，我想等等算了，但我其他高中同学所在的学校申请的助学金已经发了，由于楼主7月份开始实习不在学校了，便于10月9日在微信上问导师助学金大概什么时候发，但导师只说了一句，这个都没发吗？就不回话了，过了一段时间11月16日又问了一下导师，还是不回话。。。,3,8,2024-11-30 18:32:18
天堂鸡汤,8245241039,我上课虚拟,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.82118ee.Gg9004R2jxTGnyyKXD-i-A?t=1503414736,也就能和天堂鸡汤吧吧友来玩这个游戏了👿,nan,6813,9821,2023-02-03 21:17:34
天堂鸡汤,9278250655,千载春秋月,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.3323b338.IuIHPaYWWG_eUBsAWjDAEw?t=1732088052,哥们要开启戒手机打卡了，每天在贴里汇报情况，讲讲故事，接受监督,哥们今年已经25岁了，在家啃老大学毕业没有工作，考研4战失败，感觉再玩下去自己要废了，想自学公考上岸。所以在这立贴为证，我会每天打卡连带聊一些自己觉得好玩的事，欢迎大家达则一起进步，穷则权当消遣。 ,93,137,2024-11-20 15:33:09
天堂鸡汤,9295586197,V字老先生,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.cee2293c.rW4N9LO47w4fRSLAYqtYlQ?t=1621958851,【非糖】想知道抑郁症是什么感受，很想体会一下,如题，希望自己能更好的融入这个群体，更多地理解他人，帮助他人。我常常想抑郁症患者的经历发生在我身上会怎么样，可惜这种事情没办法模拟。我无法感同身受。,147,185,2024-11-30 02:13:52
天堂鸡汤,9297791384,zsywddd,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.673df21e.VjnCsNW2kvBZgKW-nHWsfQ?t=1729858392,一张很棒的漫画, ,12,0,2024-12-01 07:24:49
天堂鸡汤,9297733181,Lexum咲夜,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.f8516c06.9qZ80TTeP9RAH4BpsMICwQ?t=1729415556,今天断了一根掌骨, ,0,0,2024-12-01 06:08:56
天堂鸡汤,8814832006,七海落千羽,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.2faf8f81.t7hoX_zARYQVasjJYiMpHA?t=1706947500,大家的网名有什么含义呢？, ,28627,6737,2023-12-23 13:00:33
天堂鸡汤,9295781270,,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.9f003cb3.AfPqu2D7i9tF6D5Gb-ZfbQ?t=1732808757,我被校园霸凌了,原因大概是我跟我们班一个很优秀的女生做过朋友，后来起了争执后我本来想忍气吞声，毕竟高三了忍忍就过去了，结果她在班里传我要告老师告家长，行事不端类似的谣言。而我只是一个家境普通人缘普通的怂货，现在全班同学除了我的几个要好的朋友外，都站在她那边，她昨天甚至打了我，我现在的状态有点像被孤立了,102,90,2024-11-30 06:26:00
天堂鸡汤,9263788934,zzzzzsssss双子,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.ee972f71.JKih1MXc7yFvmhOlVWad7Q?t=1658191904,这里理想中的网络，还是本来就应该这样的呢,nan,1888,266,2024-11-11 20:09:58
天堂鸡汤,9295494346,狮子咕咕精,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.cb49ec1a.Ff786eatg9HPWFo6WFyCJw?t=1720615493,非糖 唉 随口叨叨啦,后天就要国考啦 压力大大的嘞 前两天处了一年半的女朋友也没源头突然跟楼主提了分手可能是在学校遇到了比我好的人吧 具体的故事就不说啦，回想起来只觉得楼主傻傻的 现在一个人住在考场附近的酒店里，看一会题，发一会呆。 去年的这个时候我在做什么呢？当然是曾经宇宙无敌可爱的女朋友（她给自己起的外号）跑过来找我玩啦我的包里还留着她送给我的花瓣（一年了有点皱巴巴）以及～一个日记本，那是第一次有人说喜欢我哎，不过也算啦,43,25,2024-11-30 00:44:44
天堂鸡汤,9292780658,我不是逃离冬眠,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.a98e27c3.-5Eq3hCS9VgVCweIcq89LQ?t=1731821975,【🍬】【好文分享】被骗,（俄）米哈伊尔·扎多尔诺夫 没有一辆出租车肯停下来，我都快冻僵了。我甚至想，要是有车快点儿把我送回家的话，我愿意付两倍的车钱。突然，有一辆空车像从地下冒出来似的停在了我面前。我扑了过去，还没等我说要付钱，司机就从车里出来了。他打开车门后对我说：“请上车吧！您冻坏了吧？” “什么？”我没明白，身子甚至不自主地向后闪了一下。 “我说您快上车吧，”他微微一笑说，“我把暖风打开，要是不管用，我再给您一条毯子，,20,6,2024-11-28 15:33:20
天堂鸡汤,9111762235,陌上轻尘风无痕,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.8c8e1931.Bqe1mEX9cWQ9noxO34Sktg?t=1727827792,糖吧的朋友们 可以试一下这个吗,为了避免开盒 建议只使用贴吧的发语音的功能 留下自己想听的歌和想说的话 ,5808,2916,2024-07-31 23:03:31
天堂鸡汤,8608527431,匿名548524,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.a64f0175.O0eBadJFpzPylSX0KZR1XQ?t=1723426352,这个吧有水楼吗？,nan,214,3067,2023-09-19 15:49:23
天堂鸡汤,8932694317,,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.248dc355.3Mew0E01W6CWViFhPtQMOg?t=1723401569,记录贴 普通女大的日常生活,我是个表达欲和分享欲爆棚的人 很喜欢糖吧的氛围 主要会分享一些开心的学习和恋爱生活日常（偶尔可能也会有一些有感而发的碎碎念）希望大家看了也都开心~o(〃'▽'〃)o ,240,161,2024-03-13 09:36:34
天堂鸡汤,8090519523,熙时T,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.49bf2fe3.LmobQE3cZmM6BtvqDael2A?t=1660319796,记录下我的生活吧,远渡重洋来到这，一周课不算多，20个小时课时，加上每天自学时间，差不多40个小时。9点到17点，一周四天。今天是周五，去了趟镇上买了一周的食物，平时上课，早上就吃点面包和牛奶，中餐是14点溜出来吃个3.99磅的meal deal（挺丰富的，一个大的三明治，一瓶饮料，一份小吃）晚上不想做就吃个巧克力喝点牛奶。周末就会自己做点火锅或者焖锅改善一下生活。这个周末本来想去利物浦和曼城，但下周二有个debate，周末还有个essay和journal ，虽然比较,2107,672,2022-10-15 05:11:15
天堂鸡汤,9239295657,ylxdrxx,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.4e3dcc65.eJN3ZFc9V6ywyT3ZMZgE7g?t=1670402153,和师姐一起长大的故事,半纪实的微小说预警❕ 打闹间，就这样长大了 ,57,127,2024-10-27 12:19:11
天堂鸡汤,8193539569,开始不会取名,https://gss0.bdstatic.com/6LZ1dD3d1sgCo2Kml5_Y_D3/sys/portrait/item/tb.1.19f72796.NtrgQlXxbHNCE4STFZxQCw?t=1672051317,好喜欢鼠鼠,第一次逛吧，问8u为什么大家都自称鼠鼠，他说因为鼠鼠都在下水道，所以大家用来自嘲。但是好喜欢鼠鼠，鼠鼠也是很努力的生活啊。（附几张鼠鼠） ,2080,375,2022-12-21 20:58:51
